Customer ID,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment,segment_label
15361,162,3,270.15000000000003,2,3,2,7,232,Others
15362,84,2,613.08,2,3,3,8,233,At Risk
15363,8,2,678.11,5,3,3,11,533,Loyal Customers
15365,39,6,2242.81,3,5,5,13,355,Loyal Customers
15366,45,5,1786.57,3,4,4,11,344,Loyal Customers
15367,54,7,3203.74,3,5,5,13,355,Loyal Customers
15368,30,1,275.8,4,1,2,7,412,New Customers
15369,128,11,6251.26,2,5,5,12,255,At Risk
15370,46,1,1352.96,3,1,4,8,314,Others
15371,298,1,59.400000000000006,1,1,1,3,111,Lost
15372,86,7,4009.66,2,5,5,12,255,At Risk
15373,7,6,1002.9300000000001,5,5,4,14,554,Champions
15374,260,1,139.32,1,1,1,3,111,Lost
15375,326,1,60.959999999999994,1,1,1,3,111,Lost
15377,18,4,1211.75,4,4,4,12,444,Champions
15378,98,2,246.5,2,3,1,6,231,Others
15379,36,1,1174.55,4,1,4,9,414,New Customers
15380,1,7,1788.8,5,5,4,14,554,Champions
15381,59,3,1293.72,3,3,4,10,334,Loyal Customers
15382,10,6,7777.84,5,5,5,15,555,Champions
15384,17,2,1385.38,4,3,4,11,434,Loyal Customers
15385,28,2,625.2,4,3,3,10,433,Loyal Customers
15387,128,1,468.65,2,1,2,5,212,Lost
15389,36,4,2233.8,4,4,5,13,445,Champions
15390,32,2,1216.66,4,3,4,11,434,Loyal Customers
15391,220,1,289.87,1,1,2,4,112,Lost
15392,10,3,1376.0900000000001,5,3,4,12,534,Loyal Customers
15393,203,3,659.48,1,3,3,7,133,At Risk
15394,31,7,3103.26,4,5,5,14,455,Champions
15396,219,1,508.20000000000005,1,1,3,5,113,Cant Lose Them
15400,56,3,586.1,3,3,3,9,333,Loyal Customers
15401,88,2,216.95000000000002,2,3,1,6,231,Others
15402,23,4,1203.77,4,4,4,12,444,Champions
15403,127,2,170.88,2,3,1,6,231,Others
15404,11,1,257.06,5,1,2,8,512,New Customers
15405,212,1,310.74,1,1,2,4,112,Lost
15406,89,2,465.15999999999997,2,3,2,7,232,Others
15409,357,1,131.25,1,1,1,3,111,Lost
15410,204,2,1234.88,1,3,4,8,134,At Risk
15413,327,5,6798.72,1,4,5,10,145,At Risk
15416,114,3,588.5,2,3,3,8,233,At Risk
15418,61,2,449.42,3,3,2,8,332,Potential Loyalists
15420,70,6,743.0,3,5,3,11,353,Loyal Customers
15421,21,6,2854.98,4,5,5,14,455,Champions
15422,15,5,1522.27,5,4,4,13,544,Champions
15423,217,2,223.39,1,3,1,5,131,Others
15424,99,1,214.44,2,1,1,4,211,Lost
15425,36,4,1941.1200000000001,4,4,4,12,444,Champions
15426,5,5,1134.85,5,4,4,13,544,Champions
15428,23,3,668.97,4,3,3,10,433,Loyal Customers
15430,103,2,954.75,2,3,3,8,233,At Risk
15431,138,1,153.24,2,1,1,4,211,Lost
15432,177,1,149.57,1,1,1,3,111,Lost
15434,10,6,1525.5800000000002,5,5,4,14,554,Champions
15437,276,1,193.29000000000002,1,1,1,3,111,Lost
15439,40,4,1269.05,3,4,4,11,344,Loyal Customers
15441,32,3,1254.21,4,3,4,11,434,Loyal Customers
15443,110,7,1900.64,2,5,4,11,254,At Risk
15445,226,1,171.0,1,1,1,3,111,Lost
15446,12,3,399.75,5,3,2,10,532,Potential Loyalists
15447,163,4,337.71000000000004,2,4,2,8,242,Others
15448,310,1,294.17,1,1,2,4,112,Lost
15451,70,2,226.86,3,3,1,7,331,Potential Loyalists
15452,26,3,1256.63,4,3,4,11,434,Loyal Customers
15454,254,1,126.89,1,1,1,3,111,Lost
15455,233,1,38.25,1,1,1,3,111,Lost
15456,39,7,1656.93,3,5,4,12,354,Loyal Customers
15458,38,1,208.79999999999998,3,1,1,5,311,Others
15459,53,2,202.82999999999998,3,3,1,7,331,Potential Loyalists
15461,96,2,429.7,2,3,2,7,232,Others
15462,81,1,502.45,2,1,3,6,213,Cant Lose Them
15465,5,15,5281.53,5,5,5,15,555,Champions
15466,25,3,1225.93,4,3,4,11,434,Loyal Customers
15468,28,1,962.97,4,1,3,8,413,New Customers
15469,74,1,335.7,2,1,2,5,212,Lost
15470,211,1,63.419999999999995,1,1,1,3,111,Lost
15471,16,2,837.53,4,3,3,10,433,Loyal Customers
15473,80,1,274.8,2,1,2,5,212,Lost
15474,231,1,150.35,1,1,1,3,111,Lost
15476,16,4,2209.98,4,4,5,13,445,Champions
15477,285,1,368.4,1,1,2,4,112,Lost
15478,211,1,583.56,1,1,3,5,113,Cant Lose Them
15479,369,1,147.4,1,1,1,3,111,Lost
15480,101,4,5373.5,2,4,5,11,245,At Risk
15481,37,1,1993.34,3,1,4,8,314,Others
15482,22,7,3537.6,4,5,5,14,455,Champions
15483,21,6,592.56,4,5,3,12,453,Loyal Customers
15484,176,2,1061.69,2,3,4,9,234,At Risk
15485,9,5,3186.01,5,4,5,14,545,Champions
15486,163,1,102.0,2,1,1,4,211,Lost
15487,315,1,231.32,1,1,1,3,111,Lost
15488,92,4,340.6,2,4,2,8,242,Others
15489,36,5,1285.3300000000002,4,4,4,12,444,Champions
15490,66,1,210.85,3,1,1,5,311,Others
15493,25,4,2168.27,4,4,5,13,445,Champions
15494,114,3,2422.02,2,3,5,10,235,At Risk
15495,15,1,246.5,5,1,1,7,511,New Customers
15496,267,1,146.14000000000001,1,1,1,3,111,Lost
15497,18,7,7395.19,4,5,5,14,455,Champions
15498,2,19,12633.18,5,5,5,15,555,Champions
15499,359,1,158.65,1,1,1,3,111,Lost
15501,40,2,399.95,3,3,2,8,332,Potential Loyalists
15502,4,5,3548.34,5,4,5,14,545,Champions
15503,362,1,116.26,1,1,1,3,111,Lost
15504,156,3,349.87,2,3,2,7,232,Others
15506,17,3,1058.25,4,3,4,11,434,Loyal Customers
15509,16,1,152.41,4,1,1,6,411,New Customers
15512,26,2,210.58,4,3,1,8,431,Potential Loyalists
15513,1,18,12992.33,5,5,5,15,555,Champions
15514,15,7,2368.34,5,5,5,15,555,Champions
15515,23,1,171.81,4,1,1,6,411,New Customers
15518,15,7,2268.44,5,5,5,15,555,Champions
15519,19,2,344.61,4,3,2,9,432,Potential Loyalists
15521,36,8,4098.04,4,5,5,14,455,Champions
15523,24,15,16847.18,4,5,5,14,455,Champions
15524,242,1,151.4,1,1,1,3,111,Lost
15525,9,2,430.78,5,3,2,10,532,Potential Loyalists
15527,30,15,3126.36,4,5,5,14,455,Champions
15529,2,2,1116.72,5,3,4,12,534,Loyal Customers
15530,148,1,311.37,2,1,2,5,212,Lost
15532,12,6,2174.12,5,5,5,15,555,Champions
15534,361,1,162.25,1,1,1,3,111,Lost
15535,40,2,541.47,3,3,3,9,333,Loyal Customers
15536,45,1,259.09,3,1,2,6,312,Others
15538,173,6,3358.3999999999996,2,5,5,12,255,At Risk
15540,11,1,247.38,5,1,1,7,511,New Customers
15542,148,3,855.71,2,3,3,8,233,At Risk
15543,95,1,114.4,2,1,1,4,211,Lost
15544,8,12,4615.72,5,5,5,15,555,Champions
15545,7,1,135.32999999999998,5,1,1,7,511,New Customers
15546,242,2,1079.1000000000001,1,3,4,8,134,At Risk
15547,12,12,5146.45,5,5,5,15,555,Champions
15548,231,1,158.09,1,1,1,3,111,Lost
15549,57,5,652.7,3,4,3,10,343,Loyal Customers
15550,14,8,1635.42,5,5,4,14,554,Champions
15551,30,6,1243.75,4,5,4,13,454,Champions
15552,259,1,162.4,1,1,1,3,111,Lost
15555,1,22,7267.83,5,5,5,15,555,Champions
15558,275,1,202.68,1,1,1,3,111,Lost
15559,204,1,1109.4,1,1,4,6,114,Cant Lose Them
15560,33,2,153.52,4,3,1,8,431,Potential Loyalists
15561,19,4,1133.8,4,4,4,12,444,Champions
15562,60,2,536.88,3,3,3,9,333,Loyal Customers
15563,150,3,1459.02,2,3,4,9,234,At Risk
15564,99,2,70.74000000000001,2,3,1,6,231,Others
15566,28,2,227.87,4,3,1,8,431,Potential Loyalists
15569,26,5,2207.74,4,4,5,13,445,Champions
15570,5,14,5105.32,5,5,5,15,555,Champions
15571,22,10,3241.92,4,5,5,14,455,Champions
15572,16,3,1431.78,4,3,4,11,434,Loyal Customers
15573,254,3,597.23,1,3,3,7,133,At Risk
15574,8,3,774.84,5,3,3,11,533,Loyal Customers
15575,255,1,30.1,1,1,1,3,111,Lost
15577,359,2,137.15,1,3,1,5,131,Others
15579,19,3,923.03,4,3,3,10,433,Loyal Customers
15580,12,8,1375.39,5,5,4,14,554,Champions
15581,2,26,4076.9700000000003,5,5,5,15,555,Champions
15583,12,1,95.96,5,1,1,7,511,New Customers
15584,35,2,547.34,4,3,3,10,433,Loyal Customers
15586,228,3,1139.1,1,3,4,8,134,At Risk
15587,28,3,608.4000000000001,4,3,3,10,433,Loyal Customers
15588,313,1,579.6,1,1,3,5,113,Cant Lose Them
15590,18,5,1496.6,4,4,4,12,444,Champions
15591,218,3,217.9,1,3,1,5,131,Others
15595,123,1,357.6,2,1,2,5,212,Lost
15596,1,5,1723.45,5,4,4,13,544,Champions
15597,211,1,238.8,1,1,1,3,111,Lost
15598,63,1,307.34,3,1,2,6,312,Others
15599,81,1,488.32,2,1,2,5,212,Lost
15600,64,4,1199.31,3,4,4,11,344,Loyal Customers
15601,8,17,8183.56,5,5,5,15,555,Champions
15602,4,8,1932.64,5,5,4,14,554,Champions
15603,284,1,40.0,1,1,1,3,111,Lost
15605,9,5,738.57,5,4,3,12,543,Loyal Customers
15606,26,8,2310.83,4,5,5,14,455,Champions
15607,179,8,1604.21,1,5,4,10,154,At Risk
15608,51,1,692.3,3,1,3,7,313,Others
15611,19,13,1405.83,4,5,4,13,454,Champions
15613,246,1,433.71999999999997,1,1,2,4,112,Lost
15614,73,4,3147.36,2,4,5,11,245,At Risk
15615,26,24,10974.23,4,5,5,14,455,Champions
15616,74,1,317.11,2,1,2,5,212,Lost
15617,32,3,828.5500000000001,4,3,3,10,433,Loyal Customers
15620,45,1,389.18,3,1,2,6,312,Others
15622,63,8,4143.05,3,5,5,13,355,Loyal Customers
15623,29,7,2136.02,4,5,4,13,454,Champions
15625,12,5,1702.1399999999999,5,4,4,13,544,Champions
15626,57,1,391.72,3,1,2,6,312,Others
15627,93,2,566.9,2,3,3,8,233,At Risk
15628,2,9,2782.02,5,5,5,15,555,Champions
15629,86,4,2240.9,2,4,5,11,245,At Risk
15630,280,1,295.05,1,1,2,4,112,Lost
15631,278,1,596.67,1,1,3,5,113,Cant Lose Them
15633,145,13,4335.96,2,5,5,12,255,At Risk
15634,19,1,311.1,4,1,2,7,412,New Customers
15635,31,1,100.35,4,1,1,6,411,New Customers
15636,73,2,719.82,2,3,3,8,233,At Risk
15637,49,4,574.23,3,4,3,10,343,Loyal Customers
15638,14,6,2265.2,5,5,5,15,555,Champions
15639,87,2,639.76,2,3,3,8,233,At Risk
15640,8,15,11411.92,5,5,5,15,555,Champions
15641,32,8,3458.35,4,5,5,14,455,Champions
15642,365,1,105.78000000000002,1,1,1,3,111,Lost
15645,50,2,443.16,3,3,2,8,332,Potential Loyalists
15646,8,3,526.97,5,3,3,11,533,Loyal Customers
15647,51,1,169.0,3,1,1,5,311,Others
15649,3,3,1354.35,5,3,4,12,534,Loyal Customers
15650,157,2,553.88,2,3,3,8,233,At Risk
15651,56,2,612.76,3,3,3,9,333,Loyal Customers
15652,23,4,1068.2,4,4,4,12,444,Champions
15658,8,4,1399.3700000000001,5,4,4,13,544,Champions
15659,22,2,226.04,4,3,1,8,431,Potential Loyalists
15660,1,7,1212.13,5,5,4,14,554,Champions
15661,15,6,906.15,5,5,3,13,553,Loyal Customers
15662,297,2,283.73,1,3,2,6,132,Others
15664,85,3,867.6,2,3,3,8,233,At Risk
15665,47,3,1764.86,3,3,4,10,334,Loyal Customers
15666,108,2,632.9399999999999,2,3,3,8,233,At Risk
15670,192,1,152.15,1,1,1,3,111,Lost
15672,361,1,45.300000000000004,1,1,1,3,111,Lost
15673,87,5,3478.09,2,4,5,11,245,At Risk
15674,53,8,4501.63,3,5,5,13,355,Loyal Customers
15675,40,1,218.35,3,1,1,5,311,Others
15677,57,2,648.4,3,3,3,9,333,Loyal Customers
15678,31,2,1473.24,4,3,4,11,434,Loyal Customers
15680,2,8,3173.9,5,5,5,15,555,Champions
15681,15,9,1563.54,5,5,4,14,554,Champions
15682,235,2,318.24,1,3,2,6,132,Others
15683,109,1,330.79,2,1,2,5,212,Lost
15684,183,3,173.95,1,3,1,5,131,Others
15685,86,1,55.980000000000004,2,1,1,4,211,Lost
15686,56,1,90.0,3,1,1,5,311,Others
15688,54,1,190.57,3,1,1,5,311,Others
15689,253,1,266.93,1,1,2,4,112,Lost
15691,30,3,434.5,4,3,2,9,432,Potential Loyalists
15693,295,1,37.5,1,1,1,3,111,Lost
15694,1,12,4331.41,5,5,5,15,555,Champions
15695,233,2,721.06,1,3,3,7,133,At Risk
15696,59,5,1170.1100000000001,3,4,4,11,344,Loyal Customers
15697,325,1,246.75,1,1,1,3,111,Lost
15698,260,1,46.2,1,1,1,3,111,Lost
15702,112,2,140.39000000000001,2,3,1,6,231,Others
15704,138,2,1441.04,2,3,4,9,234,At Risk
15708,5,3,969.19,5,3,3,11,533,Loyal Customers
15709,225,1,194.6,1,1,1,3,111,Lost
15710,53,1,898.87,3,1,3,7,313,Others
15711,192,2,420.25,1,3,2,6,132,Others
15712,15,7,2400.05,5,5,5,15,555,Champions
15713,2,3,654.09,5,3,3,11,533,Loyal Customers
15714,89,3,453.93,2,3,2,7,232,Others
15715,191,5,658.02,1,4,3,8,143,At Risk
15716,5,8,1913.55,5,5,4,14,554,Champions
15717,57,4,456.70000000000005,3,4,2,9,342,Potential Loyalists
15718,176,1,293.79,2,1,2,5,212,Lost
15719,17,18,5165.9,4,5,5,14,455,Champions
15720,186,1,140.49,1,1,1,3,111,Lost
15722,81,6,3022.79,2,5,5,12,255,At Risk
15723,47,3,740.0,3,3,3,9,333,Loyal Customers
15724,36,1,92.6,4,1,1,6,411,New Customers
15726,26,1,321.91,4,1,2,7,412,New Customers
15727,23,8,4212.65,4,5,5,14,455,Champions
15728,15,2,544.6,5,3,3,11,533,Loyal Customers
15729,36,2,107.55000000000001,4,3,1,8,431,Potential Loyalists
15730,17,2,605.7,4,3,3,10,433,Loyal Customers
15731,189,1,125.3,1,1,1,3,111,Lost
15732,8,9,1387.95,5,5,4,14,554,Champions
15734,72,2,923.85,2,3,3,8,233,At Risk
15735,57,1,327.68,3,1,2,6,312,Others
15736,71,2,1767.12,3,3,4,10,334,Loyal Customers
15738,8,26,8560.550000000001,5,5,5,15,555,Champions
15741,94,2,208.62,2,3,1,6,231,Others
15742,255,1,156.87,1,1,1,3,111,Lost
15747,11,6,1553.17,5,5,4,14,554,Champions
15748,85,2,465.45000000000005,2,3,2,7,232,Others
15750,2,12,4330.461,5,5,5,15,555,Champions
15751,96,11,1380.44,2,5,4,11,254,At Risk
15752,8,3,1557.96,5,3,4,12,534,Loyal Customers
15754,129,6,2579.04,2,5,5,12,255,At Risk
15755,15,11,3628.87,5,5,5,15,555,Champions
15757,22,4,2225.94,4,4,5,13,445,Champions
15759,147,4,577.8900000000001,2,4,3,9,243,At Risk
15760,266,2,13916.34,1,3,5,9,135,At Risk
15761,78,1,143.05,2,1,1,4,211,Lost
15764,70,2,1223.1100000000001,3,3,4,10,334,Loyal Customers
15765,302,1,370.63,1,1,2,4,112,Lost
15766,92,2,516.0,2,3,3,8,233,At Risk
15768,112,31,14687.06,2,5,5,12,255,At Risk
15769,7,21,32451.6,5,5,5,15,555,Champions
15770,248,1,321.45,1,1,2,4,112,Lost
15771,240,3,1006.54,1,3,4,8,134,At Risk
15772,54,1,280.88,3,1,2,6,312,Others
15773,45,1,138.84,3,1,1,5,311,Others
15774,54,5,1017.54,3,4,4,11,344,Loyal Customers
15775,267,1,45.6,1,1,1,3,111,Lost
15777,32,3,715.5,4,3,3,10,433,Loyal Customers
15778,67,1,307.95,3,1,2,6,312,Others
15779,99,2,124.08000000000001,2,3,1,6,231,Others
15782,66,1,1399.36,3,1,4,8,314,Others
15784,103,2,848.3299999999999,2,3,3,8,233,At Risk
15785,15,11,3640.96,5,5,5,15,555,Champions
15786,53,2,3582.62,3,3,5,11,335,Loyal Customers
15788,144,1,221.82999999999998,2,1,1,4,211,Lost
15789,67,5,1610.71,3,4,4,11,344,Loyal Customers
15791,165,3,1995.65,2,3,4,9,234,At Risk
15792,35,2,933.84,4,3,3,10,433,Loyal Customers
15793,14,5,1433.96,5,4,4,13,544,Champions
15794,372,2,777.0,1,3,3,7,133,At Risk
15795,66,7,1369.8600000000001,3,5,4,12,354,Loyal Customers
15796,10,9,2463.02,5,5,5,15,555,Champions
15797,217,2,613.6800000000001,1,3,3,7,133,At Risk
15798,128,3,1535.37,2,3,4,9,234,At Risk
15799,54,1,537.1999999999999,3,1,3,7,313,Others
15800,89,5,530.18,2,4,3,9,243,At Risk
15803,81,3,1513.84,2,3,4,9,234,At Risk
15805,21,13,4660.75,4,5,5,14,455,Champions
15807,44,2,913.62,3,3,3,9,333,Loyal Customers
15808,5,18,14482.03,5,5,5,15,555,Champions
15809,95,2,758.67,2,3,3,8,233,At Risk
15810,22,4,1607.06,4,4,4,12,444,Champions
15811,1,2,1557.38,5,3,4,12,534,Loyal Customers
15812,71,7,3400.33,3,5,5,13,355,Loyal Customers
15814,29,2,689.11,4,3,3,10,433,Loyal Customers
15816,178,2,144.14999999999998,1,3,1,5,131,Others
15817,56,3,2766.4,3,3,5,11,335,Loyal Customers
15818,224,1,340.5,1,1,2,4,112,Lost
15819,67,6,2029.34,3,5,4,12,354,Loyal Customers
15822,129,4,954.59,2,4,3,9,243,At Risk
15823,8,3,3882.17,5,3,5,13,535,Loyal Customers
15824,89,2,890.94,2,3,3,8,233,At Risk
15826,204,1,943.97,1,1,3,5,113,Cant Lose Them
15827,8,16,1957.98,5,5,4,14,554,Champions
15828,11,1,1108.82,5,1,4,10,514,New Customers
15833,373,1,80.4,1,1,1,3,111,Lost
15834,12,3,1539.24,5,3,4,12,534,Loyal Customers
15837,121,1,385.03000000000003,2,1,2,5,212,Lost
15838,3,16,40519.92,5,5,5,15,555,Champions
15841,22,5,1518.35,4,4,4,12,444,Champions
15842,29,2,548.8,4,3,3,10,433,Loyal Customers
15845,172,3,714.51,2,3,3,8,233,At Risk
15846,21,1,107.01,4,1,1,6,411,New Customers
15847,64,3,433.3,3,3,2,8,332,Potential Loyalists
15848,257,1,137.99,1,1,1,3,111,Lost
15850,12,4,771.87,5,4,3,12,543,Loyal Customers
15851,162,1,109.73,2,1,1,4,211,Lost
15852,162,1,96.55,2,1,1,4,211,Lost
15854,12,9,2609.16,5,5,5,15,555,Champions
15855,112,1,340.48,2,1,2,5,212,Lost
15856,1,26,17703.63,5,5,5,15,555,Champions
15857,66,1,273.48,3,1,2,6,312,Others
15858,3,9,2508.77,5,5,5,15,555,Champions
15859,68,1,438.46,3,1,2,6,312,Others
15860,4,10,1498.8,5,5,4,14,554,Champions
15861,92,4,1222.28,2,4,4,10,244,At Risk
15862,9,10,2033.64,5,5,4,14,554,Champions
15863,253,3,286.26,1,3,2,6,132,Others
15864,17,1,244.44000000000003,4,1,1,6,411,New Customers
15865,49,2,1346.29,3,3,4,10,334,Loyal Customers
15867,5,17,5224.81,5,5,5,15,555,Champions
15868,219,1,94.53,1,1,1,3,111,Lost
15869,262,1,171.47,1,1,1,3,111,Lost
15870,32,3,506.02,4,3,3,10,433,Loyal Customers
15871,73,1,33.099999999999994,2,1,1,4,211,Lost
15872,14,2,413.0,5,3,2,10,532,Potential Loyalists
15873,135,4,313.91999999999996,2,4,2,8,242,Others
15874,23,14,6878.88,4,5,5,14,455,Champions
15875,282,1,108.52,1,1,1,3,111,Lost
15876,45,2,1449.1399999999999,3,3,4,10,334,Loyal Customers
15878,197,2,330.77,1,3,2,6,132,Others
15879,40,4,1137.8,3,4,4,11,344,Loyal Customers
15880,5,1,329.03000000000003,5,1,2,8,512,New Customers
15882,4,6,979.62,5,5,3,13,553,Loyal Customers
15884,68,2,244.60000000000002,3,3,1,7,331,Potential Loyalists
15885,19,12,1572.47,4,5,4,13,454,Champions
15886,52,3,871.78,3,3,3,9,333,Loyal Customers
15887,42,3,1027.15,3,3,4,10,334,Loyal Customers
15888,36,2,260.85,4,3,2,9,432,Potential Loyalists
15889,5,7,1279.6,5,5,4,14,554,Champions
15890,30,5,535.65,4,4,3,11,443,Loyal Customers
15892,305,1,128.2,1,1,1,3,111,Lost
15893,117,1,305.28000000000003,2,1,2,5,212,Lost
15894,5,1,151.44,5,1,1,7,511,New Customers
15898,3,22,4129.26,5,5,5,15,555,Champions
15899,4,1,56.25,5,1,1,7,511,New Customers
15900,49,3,549.29,3,3,3,9,333,Loyal Customers
15901,87,4,335.99,2,4,2,8,242,Others
15902,16,1,145.01,4,1,1,6,411,New Customers
15903,14,5,3813.0800000000004,5,4,5,14,545,Champions
15905,179,1,114.69,1,1,1,3,111,Lost
15906,10,3,962.5,5,3,3,11,533,Loyal Customers
15908,126,2,758.62,2,3,3,8,233,At Risk
15910,36,7,1432.29,4,5,4,13,454,Champions
15911,259,8,1700.24,1,5,4,10,154,At Risk
15912,72,7,810.08,2,5,3,10,253,At Risk
15913,170,1,6.300000000000001,2,1,1,4,211,Lost
15914,14,2,205.99,5,3,1,9,531,Potential Loyalists
15915,37,1,364.45,3,1,2,6,312,Others
15916,2,7,1874.83,5,5,4,14,554,Champions
15917,242,4,407.07,1,4,2,7,142,Others
15918,267,1,248.65,1,1,1,3,111,Lost
15919,4,1,214.07999999999998,5,1,1,7,511,New Customers
15920,60,5,401.64,3,4,2,9,342,Potential Loyalists
15921,32,3,452.23,4,3,2,9,432,Potential Loyalists
15922,9,1,369.5,5,1,2,8,512,New Customers
15923,8,1,127.08,5,1,1,7,511,New Customers
15924,367,1,102.82,1,1,1,3,111,Lost
15926,178,1,134.44,1,1,1,3,111,Lost
15927,283,1,106.54,1,1,1,3,111,Lost
15928,292,1,293.53,1,1,2,4,112,Lost
15929,280,1,594.0,1,1,3,5,113,Cant Lose Them
15931,64,1,239.9,3,1,1,5,311,Others
15934,53,2,2190.66,3,3,5,11,335,Loyal Customers
15936,15,2,282.79,5,3,2,10,532,Potential Loyalists
15938,92,4,330.23,2,4,2,8,242,Others
15939,10,1,2945.38,5,1,5,11,515,New Customers
15941,273,1,405.0,1,1,2,4,112,Lost
15943,285,2,271.28999999999996,1,3,2,6,132,Others
15944,29,3,1839.1399999999999,4,3,4,11,434,Loyal Customers
15945,1,4,646.27,5,4,3,12,543,Loyal Customers
15946,138,3,2304.18,2,3,5,10,235,At Risk
15948,60,1,553.85,3,1,3,7,313,Others
15950,11,6,5376.2,5,5,5,15,555,Champions
15951,17,1,304.95,4,1,2,7,412,New Customers
15953,5,11,1990.8,5,5,4,14,554,Champions
15954,225,1,190.75,1,1,1,3,111,Lost
15955,8,9,4242.1,5,5,5,15,555,Champions
15956,187,2,617.6,1,3,3,7,133,At Risk
15957,56,2,492.36,3,3,2,8,332,Potential Loyalists
15958,39,3,357.77,3,3,2,8,332,Potential Loyalists
15959,318,3,542.89,1,3,3,7,133,At Risk
15960,10,4,410.95,5,4,2,11,542,Potential Loyalists
15961,15,1,451.28999999999996,5,1,2,8,512,New Customers
15962,85,1,289.48,2,1,2,5,212,Lost
15964,299,1,269.21000000000004,1,1,2,4,112,Lost
15965,3,10,2119.26,5,5,4,14,554,Champions
15966,86,1,426.53000000000003,2,1,2,5,212,Lost
15967,15,10,2568.32,5,5,5,15,555,Champions
15968,24,1,404.55,4,2,2,8,422,New Customers
15969,61,2,460.95,3,3,2,8,332,Potential Loyalists
15970,234,1,703.22,1,2,3,6,123,Cant Lose Them
15971,21,6,1702.98,4,5,4,13,454,Champions
15972,92,5,1769.33,2,4,4,10,244,At Risk
15973,2,3,680.62,5,3,3,11,533,Loyal Customers
15976,46,4,1266.77,3,4,4,11,344,Loyal Customers
15978,68,2,2180.64,3,3,5,11,335,Loyal Customers
15979,238,1,329.22,1,2,2,5,122,Lost
15980,126,4,4144.82,2,4,5,11,245,At Risk
15981,37,13,5954.29,3,5,5,13,355,Loyal Customers
15982,241,1,324.51,1,2,2,5,122,Lost
15983,1,6,2458.9,5,5,5,15,555,Champions
15984,4,21,5735.09,5,5,5,15,555,Champions
15985,72,5,1572.8600000000001,2,4,4,10,244,At Risk
15986,17,1,186.3,4,2,1,7,421,New Customers
15987,4,2,216.7,5,3,1,9,531,Potential Loyalists
15988,187,2,582.11,1,3,3,7,133,At Risk
15989,11,2,368.31,5,3,2,10,532,Potential Loyalists
15990,130,5,1205.64,2,4,4,10,244,At Risk
15991,170,1,150.55,2,2,1,5,221,Lost
15992,32,2,854.61,4,3,3,10,433,Loyal Customers
15994,47,2,761.4100000000001,3,3,3,9,333,Loyal Customers
15995,50,1,694.54,3,2,3,8,323,Others
15996,2,2,617.07,5,3,3,11,533,Loyal Customers
15998,29,11,5193.92,4,5,5,14,455,Champions
15999,371,1,20.4,1,2,1,4,121,Lost
16001,17,1,583.39,4,2,3,9,423,New Customers
16002,261,1,169.21,1,2,1,4,121,Lost
16003,17,5,2878.46,4,4,5,13,445,Champions
16004,110,5,2146.39,2,4,5,11,245,At Risk
16005,11,6,1786.78,5,5,4,14,554,Champions
16006,23,1,231.42,4,2,1,7,421,New Customers
16007,19,3,1359.25,4,3,4,11,434,Loyal Customers
16008,18,12,4860.35,4,5,5,14,455,Champions
16010,12,8,1302.46,5,5,4,14,554,Champions
16011,2,14,2486.0,5,5,5,15,555,Champions
16012,37,2,1563.3,3,3,4,10,334,Loyal Customers
16013,7,39,20009.84,5,5,5,15,555,Champions
16014,44,2,453.45,3,3,2,8,332,Potential Loyalists
16016,2,4,980.91,5,4,3,12,543,Loyal Customers
16017,53,4,1333.7,3,4,4,11,344,Loyal Customers
16018,32,2,289.23,4,3,2,9,432,Potential Loyalists
16019,17,18,13542.92,4,5,5,14,455,Champions
16021,31,2,487.03,4,3,2,9,432,Potential Loyalists
16024,47,2,232.96,3,3,1,7,331,Potential Loyalists
16027,93,9,1113.74,2,5,4,11,254,At Risk
16028,231,1,82.2,1,2,1,4,121,Lost
16029,8,47,41184.3,5,5,5,15,555,Champions
16032,92,6,1965.72,2,5,4,11,254,At Risk
16033,5,8,1985.6299999999999,5,5,4,14,554,Champions
16034,30,3,473.62,4,3,2,9,432,Potential Loyalists
16035,196,1,217.73,1,2,1,4,121,Lost
16036,60,2,1797.92,3,3,4,10,334,Loyal Customers
16037,180,2,654.32,1,3,3,7,133,At Risk
16039,59,2,456.4,3,3,2,8,332,Potential Loyalists
16040,66,4,1103.35,3,4,4,11,344,Loyal Customers
16042,15,3,1067.85,5,3,4,12,534,Loyal Customers
16043,15,4,1082.6000000000001,5,4,4,13,544,Champions
16044,71,1,340.84000000000003,3,2,2,7,322,Others
16045,52,4,2094.23,3,4,4,11,344,Loyal Customers
16046,198,1,235.78,1,2,1,4,121,Lost
16047,318,1,107.14,1,2,1,4,121,Lost
16048,9,4,818.7900000000001,5,4,3,12,543,Loyal Customers
16049,11,3,777.34,5,3,3,11,533,Loyal Customers
16050,19,2,162.8,4,3,1,8,431,Potential Loyalists
16051,317,1,188.44,1,2,1,4,121,Lost
16053,49,4,2122.89,3,4,4,11,344,Loyal Customers
16054,54,3,1327.98,3,3,4,10,334,Loyal Customers
16057,155,3,1591.73,2,3,4,9,234,At Risk
16058,42,1,62.7,3,2,1,6,321,Others
16059,3,7,1718.66,5,5,4,14,554,Champions
16060,36,3,541.95,4,3,3,10,433,Loyal Customers
16061,67,1,89.65,3,2,1,6,321,Others
16062,15,4,1709.83,5,4,4,13,544,Champions
16064,361,1,109.31,1,2,1,4,121,Lost
